function	description	sample	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	07be44b9b3150ed87534f19f730d1358	4247.0	24.6123996191366	1.0885687457052	4623.15146301	26.7922889821987
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	1c379a716ac52633ab404398b93b0bf6	1761.0	10.205424000306	0.96761666284907	1703.97294327721	9.87493831413589
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	209e27d47e728764b6b2424d3b0d9064	23.2	0.134449651792788	1.20952082856134	28.060883222623	0.162619654236196
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	365b4e42b69d13ab127ef7399c235720	821.0	4.75789500525339	1.20952082856134	993.016600248858	5.75477310896193
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	48a56646a752bf7adb532c97652009e4	65.0	0.376690834764276	0.96761666284907	62.8950830851896	0.364492328460439
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	5d648b825c2f0346cfea3e1a3492e185	54.0	0.312943155034937	0.96761666284907	52.2512997938498	0.302809011336364
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	65464a5ec66c02525691a470c83aa8f5	3476.0	20.1442667944711	1.0885687457052	3783.86496007129	21.9284192376084
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	676ae1875480bc46928d5a56078ed639	296.0	1.71539210908039	0.96761666284907	286.414532203325	1.659841988066
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	7c3d47366a7f844131139e486a6774a6	1.75	0.010141676320577	0.483808331424535	0.846664579992936	0.004906627498506
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	7ed25e5d9d67c4c659f87f7c6c75d3f8	1659.0	9.61430915190666	1.20952082856134	2006.59505458326	11.628707171459
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	821d67a79a86515848ad70fad7e451e7	5.25	0.03042502896173	1.81428124284201	9.52497652492053	0.055199559358192
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	HC-DS	8b5001b6598062fa5d34d11271e6dfe6	219.0	1.26915835097502	0.96761666284907	211.908049163946	1.22805876819748
