function	description	sample	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun
ko00010	Glycolysis / Gluconeogenesis	HC-DS	07be44b9b3150ed87534f19f730d1358	4247.0	24.6123996191366	1.37229599813962	5828.14110409896	33.7754975019542
ko00010	Glycolysis / Gluconeogenesis	HC-DS	1c379a716ac52633ab404398b93b0bf6	1761.0	10.205424000306	0.648721744575093	1142.39899219674	6.62048046160702
ko00010	Glycolysis / Gluconeogenesis	HC-DS	209e27d47e728764b6b2424d3b0d9064	23.2	0.134449651792788	0.923180944203017	21.41779790551	0.124121356489833
ko00010	Glycolysis / Gluconeogenesis	HC-DS	365b4e42b69d13ab127ef7399c235720	821.0	4.75789500525339	1.47209934345886	1208.59356097973	7.00409411347973
ko00010	Glycolysis / Gluconeogenesis	HC-DS	48a56646a752bf7adb532c97652009e4	65.0	0.376690834764276	0.424164217606791	27.5706741444414	0.159778773207438
ko00010	Glycolysis / Gluconeogenesis	HC-DS	5d648b825c2f0346cfea3e1a3492e185	54.0	0.312943155034937	0.424164217606791	22.9048677507667	0.132739288510795
ko00010	Glycolysis / Gluconeogenesis	HC-DS	65464a5ec66c02525691a470c83aa8f5	3476.0	20.1442667944711	1.37229599813962	4770.10088953332	27.6438967075095
ko00010	Glycolysis / Gluconeogenesis	HC-DS	676ae1875480bc46928d5a56078ed639	296.0	1.71539210908039	0.424164217606791	125.55260841161	0.727607951836949
ko00010	Glycolysis / Gluconeogenesis	HC-DS	7c3d47366a7f844131139e486a6774a6	1.75	0.010141676320577	0.623770908245281	1.09159908942924	0.006326082649616
ko00010	Glycolysis / Gluconeogenesis	HC-DS	7ed25e5d9d67c4c659f87f7c6c75d3f8	1659.0	9.61430915190666	1.44714850712905	2400.8193733271	13.9133331362589
ko00010	Glycolysis / Gluconeogenesis	HC-DS	821d67a79a86515848ad70fad7e451e7	5.25	0.03042502896173	0.59882007191547	3.14380537755622	0.018219118030893
ko00010	Glycolysis / Gluconeogenesis	HC-DS	8b5001b6598062fa5d34d11271e6dfe6	219.0	1.26915835097502	0.79842676255396	174.855460999317	1.01332999333731
ko00010	Glycolysis / Gluconeogenesis	HC-DS	9da2727b2bd1518b3d99edaf1a080654	612.0	3.54668909039595	0.673672580904904	412.287619513801	2.3893071931943
ko00010	Glycolysis / Gluconeogenesis	HC-DS	a2bdf7a8c147ca14df057a63b6dba8dd	1563.0	9.05796576517789	1.37229599813962	2144.89864509223	12.4302101708393
ko00010	Glycolysis / Gluconeogenesis	HC-DS	c1ff106ca5bc78fb68ebd1a5b2b8b2b5	23.0	0.133290603070436	0.474065890266414	10.9035154761275	0.063188528408734
ko00010	Glycolysis / Gluconeogenesis	HC-DS	c5ca0c6978006ef3ef5aa8d0c28c4b36	99.0	0.573729117564051	0.573869235585659	56.8130543229803	0.329245490129716
ko00010	Glycolysis / Gluconeogenesis	HC-DS	ce7e6c91860126cdd1af717473f87377	94.33	0.54666532989714	1.12278763484151	105.912557594599	0.613789072805062
ko00010	Glycolysis / Gluconeogenesis	HC-DS	dbf5456f2040b9836659221923974857	1325.0	7.67869778557946	1.44714850712905	1917.471771946	11.1122160370965
ko00010	Glycolysis / Gluconeogenesis	HC-DS	e44c0e61607a1bd3cd011dc116e78c8a	911.0	5.27946693031162	0.424164217606791	386.413602239787	2.23936095987656
ko00020	Citrate cycle (TCA cycle)	HC-DS	07be44b9b3150ed87534f19f730d1358	4247.0	24.6123996191366	1.19710720912981	5084.11431717432	29.4636810180523
ko00020	Citrate cycle (TCA cycle)	HC-DS	1c379a716ac52633ab404398b93b0bf6	1761.0	10.205424000306	0.809807817940757	1426.07156739367	8.26443214084802
ko00020	Citrate cycle (TCA cycle)	HC-DS	209e27d47e728764b6b2424d3b0d9064	23.2	0.134449651792788	1.05627106687925	24.5054887515986	0.142015277140711
ko00020	Citrate cycle (TCA cycle)	HC-DS	365b4e42b69d13ab127ef7399c235720	821.0	4.75789500525339	1.19710720912981	982.825018695578	5.69571041107157
ko00020	Citrate cycle (TCA cycle)	HC-DS	48a56646a752bf7adb532c97652009e4	65.0	0.376690834764276	0.563344569002266	36.6173969851473	0.212206735957384
ko00020	Citrate cycle (TCA cycle)	HC-DS	5d648b825c2f0346cfea3e1a3492e185	54.0	0.312943155034937	0.563344569002266	30.4206067261223	0.176294826795366
ko00020	Citrate cycle (TCA cycle)	HC-DS	65464a5ec66c02525691a470c83aa8f5	3476.0	20.1442667944711	1.19710720912981	4161.14465893524	24.1148470022957
ko00020	Citrate cycle (TCA cycle)	HC-DS	676ae1875480bc46928d5a56078ed639	296.0	1.71539210908039	0.563344569002266	166.749992424671	0.966356828359782
ko00020	Citrate cycle (TCA cycle)	HC-DS	7c3d47366a7f844131139e486a6774a6	1.75	0.010141676320577	0.457717462314341	0.801005559050097	0.004642022349068
ko00020	Citrate cycle (TCA cycle)	HC-DS	7ed25e5d9d67c4c659f87f7c6c75d3f8	1659.0	9.61430915190666	1.19710720912981	1986.00085994636	11.5093587965502
ko00020	Citrate cycle (TCA cycle)	HC-DS	821d67a79a86515848ad70fad7e451e7	5.25	0.03042502896173	1.12668913800453	5.91511797452379	0.034279549654654
ko00020	Citrate cycle (TCA cycle)	HC-DS	8b5001b6598062fa5d34d11271e6dfe6	219.0	1.26915835097502	0.176045177813208	38.5538939410925	0.223429207570515
ko00020	Citrate cycle (TCA cycle)	HC-DS	9da2727b2bd1518b3d99edaf1a080654	612.0	3.54668909039595	0.352090355626416	215.479297643367	1.24875502313384
ko00020	Citrate cycle (TCA cycle)	HC-DS	a2bdf7a8c147ca14df057a63b6dba8dd	1563.0	9.05796576517789	1.19710720912981	1871.0785678699	10.8433561175455
ko00020	Citrate cycle (TCA cycle)	HC-DS	c1ff106ca5bc78fb68ebd1a5b2b8b2b5	23.0	0.133290603070436	0.422508426751699	9.71769381528908	0.056316403004075
ko00020	Citrate cycle (TCA cycle)	HC-DS	c5ca0c6978006ef3ef5aa8d0c28c4b36	99.0	0.573729117564051	0.176045177813208	17.4284726035076	0.101002244518178
ko00020	Citrate cycle (TCA cycle)	HC-DS	ce7e6c91860126cdd1af717473f87377	94.33	0.54666532989714	0.633762640127549	59.7828298432317	0.346456062741809
ko00020	Citrate cycle (TCA cycle)	HC-DS	dbf5456f2040b9836659221923974857	1325.0	7.67869778557946	1.19710720912981	1586.167052097	9.19222447584632
